GameID,Ha,pHa,La,lot_shape__A,lot_shape_symm_A,lot_shape_L_A,lot_shape_R_A,LotNumA,Hb,pHb,Lb,lot_shape__B,lot_shape_symm_B,lot_shape_L_B,lot_shape_R_B,LotNumB,Amb,Corr,diffEV,diffSDs,diffMins,diffMaxs,diffUV,RatioMin,SignMax,pBbet_Unbiased1,pBbet_UnbiasedFB,pBbet_Uniform,pBbet_Sign1,pBbet_SignFB,Dom,diffBEV0,diffBEVfb,diffSignEV,BEASTpred,block,Feedback,B_rate
213,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,27.0,0.05,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.2999999999999998,5.666568626602875,0.0,26.0,13.0,1.0,1.0,0.1689,0.0474,0.4998,0.0,0.0,1.0,4.333333333333333,2.8166666666666664,0.0,0.9999999999999176,1,0,0.93
213,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,27.0,0.05,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.2999999999999998,5.666568626602875,0.0,26.0,13.0,1.0,1.0,0.1689,0.0474,0.4998,0.0,0.0,1.0,4.333333333333333,2.8166666666666664,0.0,0.9999999999999176,2,1,0.948333333
213,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,27.0,0.05,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.2999999999999998,5.666568626602875,0.0,26.0,13.0,1.0,1.0,0.1689,0.0474,0.4998,0.0,0.0,1.0,4.333333333333333,2.8166666666666664,0.0,0.9999999999999176,3,1,0.953333333
213,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,27.0,0.05,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.2999999999999998,5.666568626602875,0.0,26.0,13.0,1.0,1.0,0.1689,0.0474,0.4998,0.0,0.0,1.0,4.333333333333333,2.8166666666666664,0.0,0.9999999999999176,4,1,0.95
213,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,27.0,0.05,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.2999999999999998,5.666568626602875,0.0,26.0,13.0,1.0,1.0,0.1689,0.0474,0.4998,0.0,0.0,1.0,4.333333333333333,2.8166666666666664,0.0,0.9999999999999176,5,1,0.971666667
214,3.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,74.0,0.2,-20.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-4.199999999999998,37.6,-23.0,71.0,24.0,0.0,1.0,-0.5862,-0.6008,0.0,-0.8029,-0.7955,0.0,-4.199999999999998,-4.199999999999998,-150.4,0.25104999999999084,1,0,0.175
214,3.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,74.0,0.2,-20.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-4.199999999999998,37.6,-23.0,71.0,24.0,0.0,1.0,-0.5862,-0.6008,0.0,-0.8029,-0.7955,0.0,-4.199999999999998,-4.199999999999998,-150.4,0.2640999999999938,2,1,0.145
214,3.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,74.0,0.2,-20.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-4.199999999999998,37.6,-23.0,71.0,24.0,0.0,1.0,-0.5862,-0.6008,0.0,-0.8029,-0.7955,0.0,-4.199999999999998,-4.199999999999998,-150.4,0.28599999999999104,3,1,0.18333333300000001
214,3.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,74.0,0.2,-20.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-4.199999999999998,37.6,-23.0,71.0,24.0,0.0,1.0,-0.5862,-0.6008,0.0,-0.8029,-0.7955,0.0,-4.199999999999998,-4.199999999999998,-150.4,0.29854999999998993,4,1,0.17
214,3.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,74.0,0.2,-20.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-4.199999999999998,37.6,-23.0,71.0,24.0,0.0,1.0,-0.5862,-0.6008,0.0,-0.8029,-0.7955,0.0,-4.199999999999998,-4.199999999999998,-150.4,0.2910999999999901,5,1,0.161666667
215,32.0,0.5,14.0,1.0,0.0,0.0,0.0,1.0,17.0,0.99,16.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,-6.009999999999998,-8.000050001250061,1.0,-13.0,-6.0,0.9333333333333332,1.0,0.014000000000000012,0.008000000000000007,-0.0012000000000000346,0.0,0.0,0.0,-6.009999999999998,-6.009999999999998,3.552713678800501e-15,0.0440500000000006,1,0,0.131666667
215,32.0,0.5,14.0,1.0,0.0,0.0,0.0,1.0,17.0,0.99,16.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,-6.009999999999998,-8.000050001250061,1.0,-13.0,-6.0,0.9333333333333332,1.0,0.014000000000000012,0.008000000000000007,-0.0012000000000000346,0.0,0.0,0.0,-6.009999999999998,-6.009999999999998,3.552713678800501e-15,0.060600000000000875,2,1,0.09833333300000001
215,32.0,0.5,14.0,1.0,0.0,0.0,0.0,1.0,17.0,0.99,16.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,-6.009999999999998,-8.000050001250061,1.0,-13.0,-6.0,0.9333333333333332,1.0,0.014000000000000012,0.008000000000000007,-0.0012000000000000346,0.0,0.0,0.0,-6.009999999999998,-6.009999999999998,3.552713678800501e-15,0.0537500000000008,3,1,0.12166666699999999
215,32.0,0.5,14.0,1.0,0.0,0.0,0.0,1.0,17.0,0.99,16.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,-6.009999999999998,-8.000050001250061,1.0,-13.0,-6.0,0.9333333333333332,1.0,0.014000000000000012,0.008000000000000007,-0.0012000000000000346,0.0,0.0,0.0,-6.009999999999998,-6.009999999999998,3.552713678800501e-15,0.05455000000000086,4,1,0.096666667
215,32.0,0.5,14.0,1.0,0.0,0.0,0.0,1.0,17.0,0.99,16.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,-6.009999999999998,-8.000050001250061,1.0,-13.0,-6.0,0.9333333333333332,1.0,0.014000000000000012,0.008000000000000007,-0.0012000000000000346,0.0,0.0,0.0,-6.009999999999998,-6.009999999999998,3.552713678800501e-15,0.05635000000000087,5,1,0.10666666699999999
216,53.0,0.05,-12.0,0.0,0.0,0.0,1.0,7.0,-9.0,1.0,-9.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.2500000000000018,-14.71691204023453,3.0,-182.0,-78.625,0.75,1.0,0.9024,0.8888,-0.7596,-0.0496,-0.051,0.0,-0.2500000000000018,-0.2500000000000018,-18.500000000000032,0.35719999999998514,1,0,0.41333333299999997
216,53.0,0.05,-12.0,0.0,0.0,0.0,1.0,7.0,-9.0,1.0,-9.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.2500000000000018,-14.71691204023453,3.0,-182.0,-78.625,0.75,1.0,0.9024,0.8888,-0.7596,-0.0496,-0.051,0.0,-0.2500000000000018,-0.2500000000000018,-18.500000000000032,0.4651999999999757,2,1,0.456666667
216,53.0,0.05,-12.0,0.0,0.0,0.0,1.0,7.0,-9.0,1.0,-9.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.2500000000000018,-14.71691204023453,3.0,-182.0,-78.625,0.75,1.0,0.9024,0.8888,-0.7596,-0.0496,-0.051,0.0,-0.2500000000000018,-0.2500000000000018,-18.500000000000032,0.5384499999999686,3,1,0.5166666670000001
216,53.0,0.05,-12.0,0.0,0.0,0.0,1.0,7.0,-9.0,1.0,-9.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.2500000000000018,-14.71691204023453,3.0,-182.0,-78.625,0.75,1.0,0.9024,0.8888,-0.7596,-0.0496,-0.051,0.0,-0.2500000000000018,-0.2500000000000018,-18.500000000000032,0.5569499999999672,4,1,0.53
216,53.0,0.05,-12.0,0.0,0.0,0.0,1.0,7.0,-9.0,1.0,-9.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.2500000000000018,-14.71691204023453,3.0,-182.0,-78.625,0.75,1.0,0.9024,0.8888,-0.7596,-0.0496,-0.051,0.0,-0.2500000000000018,-0.2500000000000018,-18.500000000000032,0.5731999999999661,5,1,0.551666667
217,-6.0,1.0,-6.0,0.0,1.0,0.0,0.0,9.0,93.0,0.2,-35.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,-3.399999999999997,49.79750384682927,-25.0,97.0,66.5,0.2857142857142857,1.0,-0.597,-0.5904,0.508,0.2021,0.2008,0.0,-3.399999999999997,-3.399999999999997,52.00000000000009,0.5272499999999701,1,0,0.40166666700000003
217,-6.0,1.0,-6.0,0.0,1.0,0.0,0.0,9.0,93.0,0.2,-35.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,-3.399999999999997,49.79750384682927,-25.0,97.0,66.5,0.2857142857142857,1.0,-0.597,-0.5904,0.508,0.2021,0.2008,0.0,-3.399999999999997,-3.399999999999997,52.00000000000009,0.4333999999999786,2,1,0.33666666700000003
217,-6.0,1.0,-6.0,0.0,1.0,0.0,0.0,9.0,93.0,0.2,-35.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,-3.399999999999997,49.79750384682927,-25.0,97.0,66.5,0.2857142857142857,1.0,-0.597,-0.5904,0.508,0.2021,0.2008,0.0,-3.399999999999997,-3.399999999999997,52.00000000000009,0.4239499999999796,3,1,0.33666666700000003
217,-6.0,1.0,-6.0,0.0,1.0,0.0,0.0,9.0,93.0,0.2,-35.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,-3.399999999999997,49.79750384682927,-25.0,97.0,66.5,0.2857142857142857,1.0,-0.597,-0.5904,0.508,0.2021,0.2008,0.0,-3.399999999999997,-3.399999999999997,52.00000000000009,0.4186499999999804,4,1,0.308333333
217,-6.0,1.0,-6.0,0.0,1.0,0.0,0.0,9.0,93.0,0.2,-35.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,-3.399999999999997,49.79750384682927,-25.0,97.0,66.5,0.2857142857142857,1.0,-0.597,-0.5904,0.508,0.2021,0.2008,0.0,-3.399999999999997,-3.399999999999997,52.00000000000009,0.41504999999998027,5,1,0.275
218,12.0,1.0,12.0,1.0,0.0,0.0,0.0,1.0,83.0,0.2,-13.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-5.799999999999999,38.4,-25.0,71.0,23.0,0.0,1.0,-0.5926,-0.6013999999999999,-0.0036000000000000476,-0.7982,-0.7958,0.0,-5.799999999999999,-5.799999999999999,-153.60000000000005,0.240549999999992,1,0,0.19166666699999999
218,12.0,1.0,12.0,1.0,0.0,0.0,0.0,1.0,83.0,0.2,-13.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-5.799999999999999,38.4,-25.0,71.0,23.0,0.0,1.0,-0.5926,-0.6013999999999999,-0.0036000000000000476,-0.7982,-0.7958,0.0,-5.799999999999999,-5.799999999999999,-153.60000000000005,0.2515999999999946,2,1,0.173333333
218,12.0,1.0,12.0,1.0,0.0,0.0,0.0,1.0,83.0,0.2,-13.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-5.799999999999999,38.4,-25.0,71.0,23.0,0.0,1.0,-0.5926,-0.6013999999999999,-0.0036000000000000476,-0.7982,-0.7958,0.0,-5.799999999999999,-5.799999999999999,-153.60000000000005,0.27609999999999235,3,1,0.21666666699999998
218,12.0,1.0,12.0,1.0,0.0,0.0,0.0,1.0,83.0,0.2,-13.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-5.799999999999999,38.4,-25.0,71.0,23.0,0.0,1.0,-0.5926,-0.6013999999999999,-0.0036000000000000476,-0.7982,-0.7958,0.0,-5.799999999999999,-5.799999999999999,-153.60000000000005,0.2808999999999913,4,1,0.208333333
218,12.0,1.0,12.0,1.0,0.0,0.0,0.0,1.0,83.0,0.2,-13.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-5.799999999999999,38.4,-25.0,71.0,23.0,0.0,1.0,-0.5926,-0.6013999999999999,-0.0036000000000000476,-0.7982,-0.7958,0.0,-5.799999999999999,-5.799999999999999,-153.60000000000005,0.2836499999999911,5,1,0.171666667
219,14.0,0.8,13.0,1.0,0.0,0.0,0.0,1.0,32.0,0.05,12.0,0.0,1.0,0.0,0.0,7.0,0.0,-1.0,-0.8000000000000007,3.967493560384492,-1.0,21.0,16.0,0.9230769230769232,1.0,-0.8944000000000001,-0.8992,0.7624,0.0,0.0,0.0,-0.8000000000000007,-0.8000000000000007,-3.552713678800501e-15,0.5950999999999639,1,0,0.59
219,14.0,0.8,13.0,1.0,0.0,0.0,0.0,1.0,32.0,0.05,12.0,0.0,1.0,0.0,0.0,7.0,0.0,-1.0,-0.8000000000000007,3.967493560384492,-1.0,21.0,16.0,0.9230769230769232,1.0,-0.8944000000000001,-0.8992,0.7624,0.0,0.0,0.0,-0.8000000000000007,-0.8000000000000007,-3.552713678800501e-15,0.5039999999999728,2,1,0.5116666670000001
219,14.0,0.8,13.0,1.0,0.0,0.0,0.0,1.0,32.0,0.05,12.0,0.0,1.0,0.0,0.0,7.0,0.0,-1.0,-0.8000000000000007,3.967493560384492,-1.0,21.0,16.0,0.9230769230769232,1.0,-0.8944000000000001,-0.8992,0.7624,0.0,0.0,0.0,-0.8000000000000007,-0.8000000000000007,-3.552713678800501e-15,0.4355499999999786,3,1,0.46
219,14.0,0.8,13.0,1.0,0.0,0.0,0.0,1.0,32.0,0.05,12.0,0.0,1.0,0.0,0.0,7.0,0.0,-1.0,-0.8000000000000007,3.967493560384492,-1.0,21.0,16.0,0.9230769230769232,1.0,-0.8944000000000001,-0.8992,0.7624,0.0,0.0,0.0,-0.8000000000000007,-0.8000000000000007,-3.552713678800501e-15,0.4130999999999807,4,1,0.45333333299999995
219,14.0,0.8,13.0,1.0,0.0,0.0,0.0,1.0,32.0,0.05,12.0,0.0,1.0,0.0,0.0,7.0,0.0,-1.0,-0.8000000000000007,3.967493560384492,-1.0,21.0,16.0,0.9230769230769232,1.0,-0.8944000000000001,-0.8992,0.7624,0.0,0.0,0.0,-0.8000000000000007,-0.8000000000000007,-3.552713678800501e-15,0.4112499999999804,5,1,0.43
220,-8.0,1.0,-8.0,1.0,0.0,0.0,0.0,1.0,-8.0,1.0,-8.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,17.832554500127003,-6.0,120.0,28.285714285714285,0.5714285714285714,1.0,-0.6304000000000001,-0.6221,0.2826,0.1236,0.1231,0.0,0.0,0.0,23.625,0.5366499999999697,1,0,0.49
220,-8.0,1.0,-8.0,1.0,0.0,0.0,0.0,1.0,-8.0,1.0,-8.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,17.832554500127003,-6.0,120.0,28.285714285714285,0.5714285714285714,1.0,-0.6304000000000001,-0.6221,0.2826,0.1236,0.1231,0.0,0.0,0.0,23.625,0.4457499999999778,2,1,0.49
220,-8.0,1.0,-8.0,1.0,0.0,0.0,0.0,1.0,-8.0,1.0,-8.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,17.832554500127003,-6.0,120.0,28.285714285714285,0.5714285714285714,1.0,-0.6304000000000001,-0.6221,0.2826,0.1236,0.1231,0.0,0.0,0.0,23.625,0.4084999999999808,3,1,0.485
220,-8.0,1.0,-8.0,1.0,0.0,0.0,0.0,1.0,-8.0,1.0,-8.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,17.832554500127003,-6.0,120.0,28.285714285714285,0.5714285714285714,1.0,-0.6304000000000001,-0.6221,0.2826,0.1236,0.1231,0.0,0.0,0.0,23.625,0.3962999999999821,4,1,0.456666667
220,-8.0,1.0,-8.0,1.0,0.0,0.0,0.0,1.0,-8.0,1.0,-8.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,17.832554500127003,-6.0,120.0,28.285714285714285,0.5714285714285714,1.0,-0.6304000000000001,-0.6221,0.2826,0.1236,0.1231,0.0,0.0,0.0,23.625,0.3849999999999825,5,1,0.47
221,47.0,0.4,-11.0,1.0,0.0,0.0,0.0,1.0,21.0,0.4,1.0,0.0,0.0,0.0,1.0,7.0,0.0,1.0,-3.200000000000001,-13.474201498698385,12.0,94.0,25.25,0.0,1.0,0.23199999999999998,0.2298,0.5056,0.593,0.6027,0.0,-3.200000000000001,-3.200000000000001,182.4,0.6797499999999553,1,0,0.723333333
221,47.0,0.4,-11.0,1.0,0.0,0.0,0.0,1.0,21.0,0.4,1.0,0.0,0.0,0.0,1.0,7.0,0.0,1.0,-3.200000000000001,-13.474201498698385,12.0,94.0,25.25,0.0,1.0,0.23199999999999998,0.2298,0.5056,0.593,0.6027,0.0,-3.200000000000001,-3.200000000000001,182.4,0.6338499999999592,2,1,0.701666667
221,47.0,0.4,-11.0,1.0,0.0,0.0,0.0,1.0,21.0,0.4,1.0,0.0,0.0,0.0,1.0,7.0,0.0,1.0,-3.200000000000001,-13.474201498698385,12.0,94.0,25.25,0.0,1.0,0.23199999999999998,0.2298,0.5056,0.593,0.6027,0.0,-3.200000000000001,-3.200000000000001,182.4,0.5621499999999668,3,1,0.658333333
221,47.0,0.4,-11.0,1.0,0.0,0.0,0.0,1.0,21.0,0.4,1.0,0.0,0.0,0.0,1.0,7.0,0.0,1.0,-3.200000000000001,-13.474201498698385,12.0,94.0,25.25,0.0,1.0,0.23199999999999998,0.2298,0.5056,0.593,0.6027,0.0,-3.200000000000001,-3.200000000000001,182.4,0.5463999999999686,4,1,0.6333333329999999
221,47.0,0.4,-11.0,1.0,0.0,0.0,0.0,1.0,21.0,0.4,1.0,0.0,0.0,0.0,1.0,7.0,0.0,1.0,-3.200000000000001,-13.474201498698385,12.0,94.0,25.25,0.0,1.0,0.23199999999999998,0.2298,0.5056,0.593,0.6027,0.0,-3.200000000000001,-3.200000000000001,182.4,0.5344999999999701,5,1,0.6266666670000001
222,61.0,0.2,-13.0,0.0,0.0,1.0,0.0,4.0,53.0,0.4,-43.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,-6.399999999999999,17.384850535114957,-30.0,-9.0,-15.700000000000005,0.3023255813953488,1.0,-0.5351999999999999,-0.3304,-1.0,0.1988,0.2057,0.0,-6.399999999999999,-6.399999999999999,42.80000000000001,0.22399999999999248,1,0,0.3
222,61.0,0.2,-13.0,0.0,0.0,1.0,0.0,4.0,53.0,0.4,-43.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,-6.399999999999999,17.384850535114957,-30.0,-9.0,-15.700000000000005,0.3023255813953488,1.0,-0.5351999999999999,-0.3304,-1.0,0.1988,0.2057,0.0,-6.399999999999999,-6.399999999999999,42.80000000000001,0.3000499999999918,2,1,0.31
222,61.0,0.2,-13.0,0.0,0.0,1.0,0.0,4.0,53.0,0.4,-43.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,-6.399999999999999,17.384850535114957,-30.0,-9.0,-15.700000000000005,0.3023255813953488,1.0,-0.5351999999999999,-0.3304,-1.0,0.1988,0.2057,0.0,-6.399999999999999,-6.399999999999999,42.80000000000001,0.34554999999998715,3,1,0.34833333299999997
222,61.0,0.2,-13.0,0.0,0.0,1.0,0.0,4.0,53.0,0.4,-43.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,-6.399999999999999,17.384850535114957,-30.0,-9.0,-15.700000000000005,0.3023255813953488,1.0,-0.5351999999999999,-0.3304,-1.0,0.1988,0.2057,0.0,-6.399999999999999,-6.399999999999999,42.80000000000001,0.3415499999999861,4,1,0.306666667
222,61.0,0.2,-13.0,0.0,0.0,1.0,0.0,4.0,53.0,0.4,-43.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,-6.399999999999999,17.384850535114957,-30.0,-9.0,-15.700000000000005,0.3023255813953488,1.0,-0.5351999999999999,-0.3304,-1.0,0.1988,0.2057,0.0,-6.399999999999999,-6.399999999999999,42.80000000000001,0.34589999999998616,5,1,0.321666667
223,3.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,68.0,0.01,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-3.31,6.865413316035677,-4.0,65.0,30.5,0.0,1.0,-0.9768,-0.9808,0.000199999999999978,-0.9906,-0.9885,0.0,-3.31,-3.31,-136.62,0.14884999999999618,1,0,0.143333333
223,3.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,68.0,0.01,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-3.31,6.865413316035677,-4.0,65.0,30.5,0.0,1.0,-0.9768,-0.9808,0.000199999999999978,-0.9906,-0.9885,0.0,-3.31,-3.31,-136.62,0.1321499999999972,2,1,0.10666666699999999
223,3.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,68.0,0.01,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-3.31,6.865413316035677,-4.0,65.0,30.5,0.0,1.0,-0.9768,-0.9808,0.000199999999999978,-0.9906,-0.9885,0.0,-3.31,-3.31,-136.62,0.11384999999999855,3,1,0.138333333
223,3.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,68.0,0.01,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-3.31,6.865413316035677,-4.0,65.0,30.5,0.0,1.0,-0.9768,-0.9808,0.000199999999999978,-0.9906,-0.9885,0.0,-3.31,-3.31,-136.62,0.1068999999999986,4,1,0.131666667
223,3.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,68.0,0.01,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-3.31,6.865413316035677,-4.0,65.0,30.5,0.0,1.0,-0.9768,-0.9808,0.000199999999999978,-0.9906,-0.9885,0.0,-3.31,-3.31,-136.62,0.10029999999999874,5,1,0.12166666699999999
224,56.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,41.0,0.6,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.4000000000000021,-10.363673851961117,5.0,-15.0,-5.0,0.0,1.0,-0.0036000000000000476,-0.010000000000000007,0.010399999999999965,0.4982,0.4998,0.0,-1.4000000000000021,-1.4000000000000021,28.0,0.5175499999999712,1,0,0.648333333
224,56.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,41.0,0.6,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.4000000000000021,-10.363673851961117,5.0,-15.0,-5.0,0.0,1.0,-0.0036000000000000476,-0.010000000000000007,0.010399999999999965,0.4982,0.4998,0.0,-1.4000000000000021,-1.4000000000000021,28.0,0.5132499999999716,2,1,0.588333333
224,56.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,41.0,0.6,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.4000000000000021,-10.363673851961117,5.0,-15.0,-5.0,0.0,1.0,-0.0036000000000000476,-0.010000000000000007,0.010399999999999965,0.4982,0.4998,0.0,-1.4000000000000021,-1.4000000000000021,28.0,0.4938999999999731,3,1,0.545
224,56.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,41.0,0.6,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.4000000000000021,-10.363673851961117,5.0,-15.0,-5.0,0.0,1.0,-0.0036000000000000476,-0.010000000000000007,0.010399999999999965,0.4982,0.4998,0.0,-1.4000000000000021,-1.4000000000000021,28.0,0.4869499999999742,4,1,0.528333333
