GameID,Ha,pHa,La,lot_shape__A,lot_shape_symm_A,lot_shape_L_A,lot_shape_R_A,LotNumA,Hb,pHb,Lb,lot_shape__B,lot_shape_symm_B,lot_shape_L_B,lot_shape_R_B,LotNumB,Amb,Corr,diffEV,diffSDs,diffMins,diffMaxs,diffUV,RatioMin,SignMax,pBbet_Unbiased1,pBbet_UnbiasedFB,pBbet_Uniform,pBbet_Sign1,pBbet_SignFB,Dom,diffBEV0,diffBEVfb,diffSignEV,block,Feedback,B_rate
2,70,0.25,-7,1,0,0,0,1,12,1,12,1,0,0,0,1,0,0,-0.25,-33.34197805,19,-58,-19.5,0,1,0.4916,0.5002,0,0.7534,0.7423,0,-0.25,-0.25,115.5,2,1,0.6844
2,70,0.25,-7,1,0,0,0,1,12,1,12,1,0,0,0,1,0,0,-0.25,-33.34197805,19,-58,-19.5,0,1,0.4916,0.5002,0,0.7534,0.7423,0,-0.25,-0.25,115.5,3,1,0.64915
2,70,0.25,-7,1,0,0,0,1,12,1,12,1,0,0,0,1,0,0,-0.25,-33.34197805,19,-58,-19.5,0,1,0.4916,0.5002,0,0.7534,0.7423,0,-0.25,-0.25,115.5,4,1,0.6445
2,70,0.25,-7,1,0,0,0,1,12,1,12,1,0,0,0,1,0,0,-0.25,-33.34197805,19,-58,-19.5,0,1,0.4916,0.5002,0,0.7534,0.7423,0,-0.25,-0.25,115.5,5,1,0.6356
3,6,1,6,1,0,0,0,1,40,0.1,3,0,0,0,1,3,0,0,0.7,11.1269942,-3,38,25.25,0.5,1,-0.7976,-0.806,0.4992,0,0,0,0.7,0.7,0,1,0,0.6407
3,6,1,6,1,0,0,0,1,40,0.1,3,0,0,0,1,3,0,0,0.7,11.1269942,-3,38,25.25,0.5,1,-0.7976,-0.806,0.4992,0,0,0,0.7,0.7,0,2,1,0.5445
3,6,1,6,1,0,0,0,1,40,0.1,3,0,0,0,1,3,0,0,0.7,11.1269942,-3,38,25.25,0.5,1,-0.7976,-0.806,0.4992,0,0,0,0.7,0.7,0,3,1,0.498
3,6,1,6,1,0,0,0,1,40,0.1,3,0,0,0,1,3,0,0,0.7,11.1269942,-3,38,25.25,0.5,1,-0.7976,-0.806,0.4992,0,0,0,0.7,0.7,0,4,1,0.4927
3,6,1,6,1,0,0,0,1,40,0.1,3,0,0,0,1,3,0,0,0.7,11.1269942,-3,38,25.25,0.5,1,-0.7976,-0.806,0.4992,0,0,0,0.7,0.7,0,5,1,0.47525
4,10,0.4,0,1,0,0,0,1,4,1,4,1,0,0,0,1,0,0,0,-4.898979486,4,-6,-1,0,1,0.1906,0.193,-0.013,0.5905,0.5915,0,0,0,6,1,0,0.62565
4,10,0.4,0,1,0,0,0,1,4,1,4,1,0,0,0,1,0,0,0,-4.898979486,4,-6,-1,0,1,0.1906,0.193,-0.013,0.5905,0.5915,0,0,0,6,2,1,0.59315
4,10,0.4,0,1,0,0,0,1,4,1,4,1,0,0,0,1,0,0,0,-4.898979486,4,-6,-1,0,1,0.1906,0.193,-0.013,0.5905,0.5915,0,0,0,6,3,1,0.57025
4,10,0.4,0,1,0,0,0,1,4,1,4,1,0,0,0,1,0,0,0,-4.898979486,4,-6,-1,0,1,0.1906,0.193,-0.013,0.5905,0.5915,0,0,0,6,4,1,0.56395
4,10,0.4,0,1,0,0,0,1,4,1,4,1,0,0,0,1,0,0,0,-4.898979486,4,-6,-1,0,1,0.1906,0.193,-0.013,0.5905,0.5915,0,0,0,6,5,1,0.5658
5,-2,1,-2,1,0,0,0,1,8,0.1,-8,1,0,0,0,1,0,0,-4.4,4.8,-6,10,2,0.25,1,-0.7934,-0.7982,-0.0096,0.0979,0.0978,0,-4.4,-4.4,3.2,1,0,0.1723
5,-2,1,-2,1,0,0,0,1,8,0.1,-8,1,0,0,0,1,0,0,-4.4,4.8,-6,10,2,0.25,1,-0.7934,-0.7982,-0.0096,0.0979,0.0978,0,-4.4,-4.4,3.2,2,1,0.14845
5,-2,1,-2,1,0,0,0,1,8,0.1,-8,1,0,0,0,1,0,0,-4.4,4.8,-6,10,2,0.25,1,-0.7934,-0.7982,-0.0096,0.0979,0.0978,0,-4.4,-4.4,3.2,3,1,0.12375
5,-2,1,-2,1,0,0,0,1,8,0.1,-8,1,0,0,0,1,0,0,-4.4,4.8,-6,10,2,0.25,1,-0.7934,-0.7982,-0.0096,0.0979,0.0978,0,-4.4,-4.4,3.2,4,1,0.11445
5,-2,1,-2,1,0,0,0,1,8,0.1,-8,1,0,0,0,1,0,0,-4.4,4.8,-6,10,2,0.25,1,-0.7934,-0.7982,-0.0096,0.0979,0.0978,0,-4.4,-4.4,3.2,5,1,0.1099
6,-3,1,-3,1,0,0,0,1,-9,0.75,-12,1,0,0,0,1,0,0,-6.75,1.299038106,-9,-6,-7.5,0.25,-1,-1,-1,-1,0,0,-1,-6.75,-6.75,0,1,0,0
6,-3,1,-3,1,0,0,0,1,-9,0.75,-12,1,0,0,0,1,0,0,-6.75,1.299038106,-9,-6,-7.5,0.25,-1,-1,-1,-1,0,0,-1,-6.75,-6.75,0,2,1,0
6,-3,1,-3,1,0,0,0,1,-9,0.75,-12,1,0,0,0,1,0,0,-6.75,1.299038106,-9,-6,-7.5,0.25,-1,-1,-1,-1,0,0,-1,-6.75,-6.75,0,3,1,0
6,-3,1,-3,1,0,0,0,1,-9,0.75,-12,1,0,0,0,1,0,0,-6.75,1.299038106,-9,-6,-7.5,0.25,-1,-1,-1,-1,0,0,-1,-6.75,-6.75,0,4,1,0
6,-3,1,-3,1,0,0,0,1,-9,0.75,-12,1,0,0,0,1,0,0,-6.75,1.299038106,-9,-6,-7.5,0.25,-1,-1,-1,-1,0,0,-1,-6.75,-6.75,0,5,1,0
7,48,0.05,5,1,0,0,0,1,42,0.5,-20,0,0,1,0,4,0,0,3.85,21.79726202,-25,-3,1.1,0,1,-0.096,-0.0332,-0.4004,-0.5045,-0.4937,0,3.85,3.85,-68,1,0,0.4171
7,48,0.05,5,1,0,0,0,1,42,0.5,-20,0,0,1,0,4,0,0,3.85,21.79726202,-25,-3,1.1,0,1,-0.096,-0.0332,-0.4004,-0.5045,-0.4937,0,3.85,3.85,-68,2,1,0.4687
7,48,0.05,5,1,0,0,0,1,42,0.5,-20,0,0,1,0,4,0,0,3.85,21.79726202,-25,-3,1.1,0,1,-0.096,-0.0332,-0.4004,-0.5045,-0.4937,0,3.85,3.85,-68,3,1,0.50735
7,48,0.05,5,1,0,0,0,1,42,0.5,-20,0,0,1,0,4,0,0,3.85,21.79726202,-25,-3,1.1,0,1,-0.096,-0.0332,-0.4004,-0.5045,-0.4937,0,3.85,3.85,-68,4,1,0.51685
7,48,0.05,5,1,0,0,0,1,42,0.5,-20,0,0,1,0,4,0,0,3.85,21.79726202,-25,-3,1.1,0,1,-0.096,-0.0332,-0.4004,-0.5045,-0.4937,0,3.85,3.85,-68,5,1,0.53335
8,17,1,17,0,0,0,1,6,80,0.4,-36,1,0,0,0,1,0,0,-6.6,44.95381995,-48,6,-9,0,1,-0.2106,-0.2006,0.005,-0.6033,-0.6001,0,-6.6,-6.6,-139.2,1,0,0.21705
8,17,1,17,0,0,0,1,6,80,0.4,-36,1,0,0,0,1,0,0,-6.6,44.95381995,-48,6,-9,0,1,-0.2106,-0.2006,0.005,-0.6033,-0.6001,0,-6.6,-6.6,-139.2,2,1,0.2813
8,17,1,17,0,0,0,1,6,80,0.4,-36,1,0,0,0,1,0,0,-6.6,44.95381995,-48,6,-9,0,1,-0.2106,-0.2006,0.005,-0.6033,-0.6001,0,-6.6,-6.6,-139.2,3,1,0.30925
8,17,1,17,0,0,0,1,6,80,0.4,-36,1,0,0,0,1,0,0,-6.6,44.95381995,-48,6,-9,0,1,-0.2106,-0.2006,0.005,-0.6033,-0.6001,0,-6.6,-6.6,-139.2,4,1,0.31915
8,17,1,17,0,0,0,1,6,80,0.4,-36,1,0,0,0,1,0,0,-6.6,44.95381995,-48,6,-9,0,1,-0.2106,-0.2006,0.005,-0.6033,-0.6001,0,-6.6,-6.6,-139.2,5,1,0.3236
9,7,1,7,1,0,0,0,1,19,0.8,-14,1,0,0,0,1,1,0,5.4,13.2,-21,12,-4.5,0,1,-0.2494,0.5976,-0.005,-0.6267,-0.1968,0,-8.5,-1.55,-13.2,1,0,0.2298
9,7,1,7,1,0,0,0,1,19,0.8,-14,1,0,0,0,1,1,0,5.4,13.2,-21,12,-4.5,0,1,-0.2494,0.5976,-0.005,-0.6267,-0.1968,0,-8.5,-1.55,-13.2,2,1,0.48305
9,7,1,7,1,0,0,0,1,19,0.8,-14,1,0,0,0,1,1,0,5.4,13.2,-21,12,-4.5,0,1,-0.2494,0.5976,-0.005,-0.6267,-0.1968,0,-8.5,-1.55,-13.2,3,1,0.595
9,7,1,7,1,0,0,0,1,19,0.8,-14,1,0,0,0,1,1,0,5.4,13.2,-21,12,-4.5,0,1,-0.2494,0.5976,-0.005,-0.6267,-0.1968,0,-8.5,-1.55,-13.2,4,1,0.63265
9,7,1,7,1,0,0,0,1,19,0.8,-14,1,0,0,0,1,1,0,5.4,13.2,-21,12,-4.5,0,1,-0.2494,0.5976,-0.005,-0.6267,-0.1968,0,-8.5,-1.55,-13.2,5,1,0.6706
10,-9,0.99,-16,1,0,0,0,1,8,0.4,-12,1,0,0,0,1,0,-1,5.07,9.101467765,4,17,10.5,0.75,1,-0.1714,-0.195,1,0.4013,0.3987,0,5.07,5.07,19.2,1,0,0.95035
10,-9,0.99,-16,1,0,0,0,1,8,0.4,-12,1,0,0,0,1,0,-1,5.07,9.101467765,4,17,10.5,0.75,1,-0.1714,-0.195,1,0.4013,0.3987,0,5.07,5.07,19.2,2,1,0.92635
10,-9,0.99,-16,1,0,0,0,1,8,0.4,-12,1,0,0,0,1,0,-1,5.07,9.101467765,4,17,10.5,0.75,1,-0.1714,-0.195,1,0.4013,0.3987,0,5.07,5.07,19.2,3,1,0.9225
10,-9,0.99,-16,1,0,0,0,1,8,0.4,-12,1,0,0,0,1,0,-1,5.07,9.101467765,4,17,10.5,0.75,1,-0.1714,-0.195,1,0.4013,0.3987,0,5.07,5.07,19.2,4,1,0.9233
10,-9,0.99,-16,1,0,0,0,1,8,0.4,-12,1,0,0,0,1,0,-1,5.07,9.101467765,4,17,10.5,0.75,1,-0.1714,-0.195,1,0.4013,0.3987,0,5.07,5.07,19.2,5,1,0.92285
11,47,0.4,-48,1,0,0,0,1,-6,0.5,-10,0,0,0,1,2,0,0,2,-44.41898477,38,-52,-6.833333333,0.208333333,1,0.1884,0.2072,0.0202,-0.4003,-0.4011,0,2,2,-76,1,0,0.5065
11,47,0.4,-48,1,0,0,0,1,-6,0.5,-10,0,0,0,1,2,0,0,2,-44.41898477,38,-52,-6.833333333,0.208333333,1,0.1884,0.2072,0.0202,-0.4003,-0.4011,0,2,2,-76,2,1,0.5342
11,47,0.4,-48,1,0,0,0,1,-6,0.5,-10,0,0,0,1,2,0,0,2,-44.41898477,38,-52,-6.833333333,0.208333333,1,0.1884,0.2072,0.0202,-0.4003,-0.4011,0,2,2,-76,3,1,0.5196
11,47,0.4,-48,1,0,0,0,1,-6,0.5,-10,0,0,0,1,2,0,0,2,-44.41898477,38,-52,-6.833333333,0.208333333,1,0.1884,0.2072,0.0202,-0.4003,-0.4011,0,2,2,-76,4,1,0.52635
11,47,0.4,-48,1,0,0,0,1,-6,0.5,-10,0,0,0,1,2,0,0,2,-44.41898477,38,-52,-6.833333333,0.208333333,1,0.1884,0.2072,0.0202,-0.4003,-0.4011,0,2,2,-76,5,1,0.53625
12,40,0.5,16,0,0,0,1,3,25,0.01,24,1,0,0,0,1,0,0,-3.99,-12.02485691,8,-19,-10,0.666666667,1,-0.0064,0.004,-0.5006,0,0,0,-3.99,-3.99,0,1,0,0.2024
12,40,0.5,16,0,0,0,1,3,25,0.01,24,1,0,0,0,1,0,0,-3.99,-12.02485691,8,-19,-10,0.666666667,1,-0.0064,0.004,-0.5006,0,0,0,-3.99,-3.99,0,2,1,0.2611
12,40,0.5,16,0,0,0,1,3,25,0.01,24,1,0,0,0,1,0,0,-3.99,-12.02485691,8,-19,-10,0.666666667,1,-0.0064,0.004,-0.5006,0,0,0,-3.99,-3.99,0,3,1,0.25535
12,40,0.5,16,0,0,0,1,3,25,0.01,24,1,0,0,0,1,0,0,-3.99,-12.02485691,8,-19,-10,0.666666667,1,-0.0064,0.004,-0.5006,0,0,0,-3.99,-3.99,0,4,1,0.2527
12,40,0.5,16,0,0,0,1,3,25,0.01,24,1,0,0,0,1,0,0,-3.99,-12.02485691,8,-19,-10,0.666666667,1,-0.0064,0.004,-0.5006,0,0,0,-3.99,-3.99,0,5,1,0.25415
13,21,1,21,1,0,0,0,1,17,0.99,5,0,0,0,1,5,1,0,-4.12,7.67108858,-16,22,-0.666666667,0.238095238,1,-0.5542,-0.7418,-0.3306,0,0,0,-5.555555556,-4.837777778,0,1,0,0.3342
13,21,1,21,1,0,0,0,1,17,0.99,5,0,0,0,1,5,1,0,-4.12,7.67108858,-16,22,-0.666666667,0.238095238,1,-0.5542,-0.7418,-0.3306,0,0,0,-5.555555556,-4.837777778,0,2,1,0.22105
13,21,1,21,1,0,0,0,1,17,0.99,5,0,0,0,1,5,1,0,-4.12,7.67108858,-16,22,-0.666666667,0.238095238,1,-0.5542,-0.7418,-0.3306,0,0,0,-5.555555556,-4.837777778,0,3,1,0.1833
13,21,1,21,1,0,0,0,1,17,0.99,5,0,0,0,1,5,1,0,-4.12,7.67108858,-16,22,-0.666666667,0.238095238,1,-0.5542,-0.7418,-0.3306,0,0,0,-5.555555556,-4.837777778,0,4,1,0.1726
13,21,1,21,1,0,0,0,1,17,0.99,5,0,0,0,1,5,1,0,-4.12,7.67108858,-16,22,-0.666666667,0.238095238,1,-0.5542,-0.7418,-0.3306,0,0,0,-5.555555556,-4.837777778,0,5,1,0.15975
14,6,0.95,4,1,0,0,0,1,142,0.1,-18,1,0,0,0,1,0,0,-7.9,47.56411011,-22,136,57,0,1,-0.8054,-0.8018,-0.0002,-0.9036,-0.9063,0,-7.9,-7.9,-288,1,0,0.19175
14,6,0.95,4,1,0,0,0,1,142,0.1,-18,1,0,0,0,1,0,0,-7.9,47.56411011,-22,136,57,0,1,-0.8054,-0.8018,-0.0002,-0.9036,-0.9063,0,-7.9,-7.9,-288,2,1,0.18215
14,6,0.95,4,1,0,0,0,1,142,0.1,-18,1,0,0,0,1,0,0,-7.9,47.56411011,-22,136,57,0,1,-0.8054,-0.8018,-0.0002,-0.9036,-0.9063,0,-7.9,-7.9,-288,3,1,0.18295
14,6,0.95,4,1,0,0,0,1,142,0.1,-18,1,0,0,0,1,0,0,-7.9,47.56411011,-22,136,57,0,1,-0.8054,-0.8018,-0.0002,-0.9036,-0.9063,0,-7.9,-7.9,-288,4,1,0.1879
14,6,0.95,4,1,0,0,0,1,142,0.1,-18,1,0,0,0,1,0,0,-7.9,47.56411011,-22,136,57,0,1,-0.8054,-0.8018,-0.0002,-0.9036,-0.9063,0,-7.9,-7.9,-288,5,1,0.1853
15,22,0.5,2,1,0,0,0,1,19,0.6,5,1,0,0,0,1,1,0,1.4,-3.14142872,3,-3,0,0.4,1,-0.0026,0.0202,0.0014,0,0,0,-2.333333333,-0.466666667,0,1,0,0.47305
15,22,0.5,2,1,0,0,0,1,19,0.6,5,1,0,0,0,1,1,0,1.4,-3.14142872,3,-3,0,0.4,1,-0.0026,0.0202,0.0014,0,0,0,-2.333333333,-0.466666667,0,2,1,0.51105
15,22,0.5,2,1,0,0,0,1,19,0.6,5,1,0,0,0,1,1,0,1.4,-3.14142872,3,-3,0,0.4,1,-0.0026,0.0202,0.0014,0,0,0,-2.333333333,-0.466666667,0,3,1,0.5464
15,22,0.5,2,1,0,0,0,1,19,0.6,5,1,0,0,0,1,1,0,1.4,-3.14142872,3,-3,0,0.4,1,-0.0026,0.0202,0.0014,0,0,0,-2.333333333,-0.466666667,0,4,1,0.5613
15,22,0.5,2,1,0,0,0,1,19,0.6,5,1,0,0,0,1,1,0,1.4,-3.14142872,3,-3,0,0.4,1,-0.0026,0.0202,0.0014,0,0,0,-2.333333333,-0.466666667,0,5,1,0.57495
16,-6,1,-6,1,0,0,0,1,-4,0.9,-35,0,1,0,0,9,0,0,-1.1,9.396275858,-29,6,-1.1,0.171428571,0,0.6464,0.6497,0.3107,0.0028,0.0037,0,-1.1,-1.1,0.123046875,1,0,0.4725
16,-6,1,-6,1,0,0,0,1,-4,0.9,-35,0,1,0,0,9,0,0,-1.1,9.396275858,-29,6,-1.1,0.171428571,0,0.6464,0.6497,0.3107,0.0028,0.0037,0,-1.1,-1.1,0.123046875,2,1,0.4912
16,-6,1,-6,1,0,0,0,1,-4,0.9,-35,0,1,0,0,9,0,0,-1.1,9.396275858,-29,6,-1.1,0.171428571,0,0.6464,0.6497,0.3107,0.0028,0.0037,0,-1.1,-1.1,0.123046875,3,1,0.4938
16,-6,1,-6,1,0,0,0,1,-4,0.9,-35,0,1,0,0,9,0,0,-1.1,9.396275858,-29,6,-1.1,0.171428571,0,0.6464,0.6497,0.3107,0.0028,0.0037,0,-1.1,-1.1,0.123046875,4,1,0.5079
16,-6,1,-6,1,0,0,0,1,-4,0.9,-35,0,1,0,0,9,0,0,-1.1,9.396275858,-29,6,-1.1,0.171428571,0,0.6464,0.6497,0.3107,0.0028,0.0037,0,-1.1,-1.1,0.123046875,5,1,0.49975
17,75,0.25,-29,0,1,0,0,7,3,0.9,-30,1,0,0,0,1,1,0,2.7,-35.13748439,-1,-75,-75.5,0.966666667,1,-0.6324,0.3486,-1,0.1913,0.6538,0,-12.5,-4.9,140.4,1,0,0.28495
17,75,0.25,-29,0,1,0,0,7,3,0.9,-30,1,0,0,0,1,1,0,2.7,-35.13748439,-1,-75,-75.5,0.966666667,1,-0.6324,0.3486,-1,0.1913,0.6538,0,-12.5,-4.9,140.4,2,1,0.43475
17,75,0.25,-29,0,1,0,0,7,3,0.9,-30,1,0,0,0,1,1,0,2.7,-35.13748439,-1,-75,-75.5,0.966666667,1,-0.6324,0.3486,-1,0.1913,0.6538,0,-12.5,-4.9,140.4,3,1,0.498
17,75,0.25,-29,0,1,0,0,7,3,0.9,-30,1,0,0,0,1,1,0,2.7,-35.13748439,-1,-75,-75.5,0.966666667,1,-0.6324,0.3486,-1,0.1913,0.6538,0,-12.5,-4.9,140.4,4,1,0.5008
17,75,0.25,-29,0,1,0,0,7,3,0.9,-30,1,0,0,0,1,1,0,2.7,-35.13748439,-1,-75,-75.5,0.966666667,1,-0.6324,0.3486,-1,0.1913,0.6538,0,-12.5,-4.9,140.4,5,1,0.51175
18,48,0.25,-24,1,0,0,0,1,90,0.05,-15,0,0,1,0,6,0,0,-3.75,-8.139173762,9,47,51,0.625,1,0.5972,0.5136,1,-0.205,-0.1966,0,-3.75,-3.75,-47.6,1,0,0.69105
18,48,0.25,-24,1,0,0,0,1,90,0.05,-15,0,0,1,0,6,0,0,-3.75,-8.139173762,9,47,51,0.625,1,0.5972,0.5136,1,-0.205,-0.1966,0,-3.75,-3.75,-47.6,2,1,0.68475
18,48,0.25,-24,1,0,0,0,1,90,0.05,-15,0,0,1,0,6,0,0,-3.75,-8.139173762,9,47,51,0.625,1,0.5972,0.5136,1,-0.205,-0.1966,0,-3.75,-3.75,-47.6,3,1,0.63975
18,48,0.25,-24,1,0,0,0,1,90,0.05,-15,0,0,1,0,6,0,0,-3.75,-8.139173762,9,47,51,0.625,1,0.5972,0.5136,1,-0.205,-0.1966,0,-3.75,-3.75,-47.6,4,1,0.62905
18,48,0.25,-24,1,0,0,0,1,90,0.05,-15,0,0,1,0,6,0,0,-3.75,-8.139173762,9,47,51,0.625,1,0.5972,0.5136,1,-0.205,-0.1966,0,-3.75,-3.75,-47.6,5,1,0.6233
19,4,0.9,-7,1,0,0,0,1,30,0.05,5,0,1,0,0,7,0,-1,3.35,2.15550181,12,29,28.375,0,1,1,1,1,0.0966,0.1012,1,3.35,3.35,8,1,0,1
19,4,0.9,-7,1,0,0,0,1,30,0.05,5,0,1,0,0,7,0,-1,3.35,2.15550181,12,29,28.375,0,1,1,1,1,0.0966,0.1012,1,3.35,3.35,8,2,1,1
19,4,0.9,-7,1,0,0,0,1,30,0.05,5,0,1,0,0,7,0,-1,3.35,2.15550181,12,29,28.375,0,1,1,1,1,0.0966,0.1012,1,3.35,3.35,8,3,1,1
19,4,0.9,-7,1,0,0,0,1,30,0.05,5,0,1,0,0,7,0,-1,3.35,2.15550181,12,29,28.375,0,1,1,1,1,0.0966,0.1012,1,3.35,3.35,8,4,1,1
19,4,0.9,-7,1,0,0,0,1,30,0.05,5,0,1,0,0,7,0,-1,3.35,2.15550181,12,29,28.375,0,1,1,1,1,0.0966,0.1012,1,3.35,3.35,8,5,1,1
20,12,0.75,-16,1,0,0,0,1,26,0.2,-5,1,0,0,0,1,1,0,-3.8,0.275644347,11,14,12.5,0.3125,1,0.0504,-0.1972,1,-0.4792,-0.5445,0,-1.5,-2.65,-46.2,1,0,0.7173
20,12,0.75,-16,1,0,0,0,1,26,0.2,-5,1,0,0,0,1,1,0,-3.8,0.275644347,11,14,12.5,0.3125,1,0.0504,-0.1972,1,-0.4792,-0.5445,0,-1.5,-2.65,-46.2,2,1,0.5285
20,12,0.75,-16,1,0,0,0,1,26,0.2,-5,1,0,0,0,1,1,0,-3.8,0.275644347,11,14,12.5,0.3125,1,0.0504,-0.1972,1,-0.4792,-0.5445,0,-1.5,-2.65,-46.2,3,1,0.4388
20,12,0.75,-16,1,0,0,0,1,26,0.2,-5,1,0,0,0,1,1,0,-3.8,0.275644347,11,14,12.5,0.3125,1,0.0504,-0.1972,1,-0.4792,-0.5445,0,-1.5,-2.65,-46.2,4,1,0.415
20,12,0.75,-16,1,0,0,0,1,26,0.2,-5,1,0,0,0,1,1,0,-3.8,0.275644347,11,14,12.5,0.3125,1,0.0504,-0.1972,1,-0.4792,-0.5445,0,-1.5,-2.65,-46.2,5,1,0.38935
21,5,1,5,1,0,0,0,1,48,0.6,-50,1,0,0,0,1,0,0,3.8,48.00999896,-55,43,-6,0,1,0.1904,0.2094,0.001,-0.4039,-0.3948,0,3.8,3.8,-78.4,1,0,0.37255
21,5,1,5,1,0,0,0,1,48,0.6,-50,1,0,0,0,1,0,0,3.8,48.00999896,-55,43,-6,0,1,0.1904,0.2094,0.001,-0.4039,-0.3948,0,3.8,3.8,-78.4,2,1,0.45125
21,5,1,5,1,0,0,0,1,48,0.6,-50,1,0,0,0,1,0,0,3.8,48.00999896,-55,43,-6,0,1,0.1904,0.2094,0.001,-0.4039,-0.3948,0,3.8,3.8,-78.4,3,1,0.4726
21,5,1,5,1,0,0,0,1,48,0.6,-50,1,0,0,0,1,0,0,3.8,48.00999896,-55,43,-6,0,1,0.1904,0.2094,0.001,-0.4039,-0.3948,0,3.8,3.8,-78.4,4,1,0.48725
21,5,1,5,1,0,0,0,1,48,0.6,-50,1,0,0,0,1,0,0,3.8,48.00999896,-55,43,-6,0,1,0.1904,0.2094,0.001,-0.4039,-0.3948,0,3.8,3.8,-78.4,5,1,0.48755
22,17,1,17,1,0,0,0,1,19,0.6,15,1,0,0,0,1,1,0,0.4,1.959591794,-2,2,0,0.882352941,1,-0.3334,0.2228,-0.0048,0,0,0,-0.666666667,-0.133333333,0,1,0,0.4871
22,17,1,17,1,0,0,0,1,19,0.6,15,1,0,0,0,1,1,0,0.4,1.959591794,-2,2,0,0.882352941,1,-0.3334,0.2228,-0.0048,0,0,0,-0.666666667,-0.133333333,0,2,1,0.5262
22,17,1,17,1,0,0,0,1,19,0.6,15,1,0,0,0,1,1,0,0.4,1.959591794,-2,2,0,0.882352941,1,-0.3334,0.2228,-0.0048,0,0,0,-0.666666667,-0.133333333,0,3,1,0.55295
22,17,1,17,1,0,0,0,1,19,0.6,15,1,0,0,0,1,1,0,0.4,1.959591794,-2,2,0,0.882352941,1,-0.3334,0.2228,-0.0048,0,0,0,-0.666666667,-0.133333333,0,4,1,0.566
22,17,1,17,1,0,0,0,1,19,0.6,15,1,0,0,0,1,1,0,0.4,1.959591794,-2,2,0,0.882352941,1,-0.3334,0.2228,-0.0048,0,0,0,-0.666666667,-0.133333333,0,5,1,0.5692
23,27,1,27,1,0,0,0,1,35,0.9,-3,0,1,0,0,7,0,0,4.2,11.45905755,-30,11,3.25,0,1,0.789,0.7916,0.7416,-0.0982,-0.1004,0,4.2,4.2,-8.2,1,0,0.6077
23,27,1,27,1,0,0,0,1,35,0.9,-3,0,1,0,0,7,0,0,4.2,11.45905755,-30,11,3.25,0,1,0.789,0.7916,0.7416,-0.0982,-0.1004,0,4.2,4.2,-8.2,2,1,0.69485
23,27,1,27,1,0,0,0,1,35,0.9,-3,0,1,0,0,7,0,0,4.2,11.45905755,-30,11,3.25,0,1,0.789,0.7916,0.7416,-0.0982,-0.1004,0,4.2,4.2,-8.2,3,1,0.72975
